"symbol","date","open","high","low","close","volume","adjusted"
"ADBE",1999-01-04,5.84375,6.25,5.80468797683716,6.24218797683716,12611200,6.18379592895508
"ADBE",1999-01-05,6.13281297683716,6.375,5.90625,6.109375,15236000,6.05222511291504
"ADBE",1999-01-06,6.13281297683716,6.13281297683716,5.78906297683716,5.890625,8953600,5.83552074432373
"ADBE",1999-01-07,5.8125,6.140625,5.75781297683716,6.015625,5767200,5.95935153961182
"ADBE",1999-01-08,6.07031297683716,6.125,6,6.10156297683716,5077600,6.04448509216309
"ADBE",1999-01-11,6.0625,6.140625,6.0625,6.125,3360000,6.06770324707031
"ADBE",1999-01-12,6.07031297683716,6.13281297683716,6.0625,6.08593797683716,3996000,6.02900648117065
"ADBE",1999-01-13,5.828125,6.140625,5.765625,6.13281297683716,4131200,6.07544183731079
"ADBE",1999-01-14,6.109375,6.265625,5.94531297683716,5.96093797683716,8208800,5.90517616271973
"ADBE",1999-01-15,5.984375,6.14843797683716,5.984375,6.11718797683716,3761600,6.05996417999268
"ADBE",1999-01-19,6.109375,6.34375,6.078125,6.296875,8180800,6.23796987533569
"ADBE",1999-01-20,6.34375,6.34375,6.09375,6.140625,5534400,6.08318281173706
"ADBE",1999-01-21,6.109375,6.17968797683716,5.984375,6.046875,6818400,5.99030828475952
"ADBE",1999-01-22,6.015625,6.125,5.96875,6.0625,6466400,6.00578880310059
"ADBE",1999-01-25,6.0625,6.328125,6.046875,6.25,7112800,6.19153356552124
"ADBE",1999-01-26,6.24218797683716,6.3125,6.109375,6.109375,5216800,6.05222511291504
"ADBE",1999-01-27,6.140625,6.17968797683716,5.984375,6.140625,7924800,6.08318281173706
"ADBE",1999-01-28,6.109375,6.25781297683716,5.84375,6.125,5400800,6.06770324707031
"ADBE",1999-01-29,6.125,6.13281297683716,5.890625,5.96875,3909600,5.91291522979736
"ADBE",1999-02-01,5.94531297683716,6.0625,5.9375,5.984375,4028000,5.92839527130127
"ADBE",1999-02-02,5.96875,5.984375,5.734375,5.74218797683716,5542400,5.68847179412842
"ADBE",1999-02-03,5.6875,6.15625,5.65625,5.953125,7928000,5.89743614196777
"ADBE",1999-02-04,5.9375,6.03125,5.734375,5.77343797683716,8226400,5.7194299697876
"ADBE",1999-02-05,5.78125,5.8125,5.578125,5.75781297683716,7411200,5.70395135879517
"ADBE",1999-02-08,5.78125,5.91406297683716,5.65625,5.796875,6507200,5.74264621734619
"ADBE",1999-02-09,5.828125,5.828125,5.421875,5.46093797683716,11270400,5.4098539352417
"ADBE",1999-02-10,5.42968797683716,5.578125,5.390625,5.55468797683716,9429600,5.50272607803345
"ADBE",1999-02-11,5.59375,5.65625,5.5625,5.63281297683716,7386400,5.58011960983276
"ADBE",1999-02-12,5.609375,5.625,5.359375,5.44531297683716,4164000,5.39437437057495
"ADBE",1999-02-16,5.484375,5.59375,5.21093797683716,5.28125,5669600,5.23184537887573
"ADBE",1999-02-17,5.171875,5.28906297683716,4.96093797683716,4.96875,6205600,4.92226886749268
"ADBE",1999-02-18,5.0625,5.390625,5,5.28125,6944000,5.23184537887573
"ADBE",1999-02-19,5.25,5.34375,5.1875,5.28906297683716,4113600,5.239586353302
"ADBE",1999-02-22,5.30468797683716,5.50781297683716,5.234375,5.46875,4177600,5.41759252548218
"ADBE",1999-02-23,5.55468797683716,5.5625,5.359375,5.46875,2572800,5.41759252548218
"ADBE",1999-02-24,5.46875,5.609375,5.39843797683716,5.4375,3181600,5.38663530349731
"ADBE",1999-02-25,5.36718797683716,5.390625,5.1875,5.38281297683716,2319200,5.33245944976807
"ADBE",1999-02-26,5.40625,5.4375,4.953125,5.03125,6217600,4.98418521881104
"ADBE",1999-03-01,5.046875,5.125,4.71093797683716,5.02343797683716,10431200,4.97644472122192
"ADBE",1999-03-02,5.234375,5.3125,5.07031297683716,5.078125,5349600,5.03062200546265
"ADBE",1999-03-03,5.15625,5.171875,4.875,5.02343797683716,2443200,4.97644472122192
"ADBE",1999-03-04,5.1875,5.71093797683716,5.15625,5.703125,19820800,5.64977550506592
"ADBE",1999-03-05,5.78906297683716,5.859375,5.640625,5.77343797683716,12104000,5.7194299697876
"ADBE",1999-03-08,5.796875,6.015625,5.67968797683716,6.00781297683716,5923200,5.95161294937134
"ADBE",1999-03-09,5.99218797683716,6.07031297683716,5.90625,5.9375,8453600,5.88195943832397
"ADBE",1999-03-10,5.92968797683716,6.171875,5.86718797683716,6,7243200,5.94387292861938
"ADBE",1999-03-11,6.0625,6.078125,5.890625,6.03125,4234400,5.97483110427856
"ADBE",1999-03-12,5.9375,6.00781297683716,5.828125,5.96093797683716,5337600,5.90517616271973
"ADBE",1999-03-15,5.96093797683716,6.0625,5.90625,6.03125,2608800,5.97483110427856
"ADBE",1999-03-16,6.02343797683716,6.296875,6.015625,6.27343797683716,11964800,6.21475219726562
"ADBE",1999-03-17,6.21875,6.25781297683716,6.109375,6.140625,2792000,6.08318281173706
"ADBE",1999-03-18,6.078125,6.24218797683716,6.015625,6.21875,4305600,6.16057682037354
"ADBE",1999-03-19,6.88281297683716,6.90625,6.60156297683716,6.75,20636800,6.68685626983643
"ADBE",1999-03-22,6.75,6.75,6.484375,6.53906297683716,8760000,6.47789239883423
"ADBE",1999-03-23,6.53906297683716,6.53906297683716,6.25781297683716,6.33593797683716,6619200,6.27666807174683
"ADBE",1999-03-24,6.390625,6.796875,6.234375,6.75,17846400,6.68685626983643
"ADBE",1999-03-25,6.859375,7,6.82031297683716,7,17896000,6.9345178604126
"ADBE",1999-03-26,6.9375,7.25781297683716,6.84375,7.11718797683716,10300000,7.05061006546021
"ADBE",1999-03-29,7.140625,7.47656297683716,7.11718797683716,7.375,8391200,7.31243133544922
"ADBE",1999-03-30,7.3125,7.328125,7.03125,7.03125,6049600,6.97159814834595
"ADBE",1999-03-31,7.078125,7.359375,7.03125,7.09375,4623200,7.03356742858887
"ADBE",1999-04-01,7.10156297683716,7.1875,7,7.046875,3301600,6.98709011077881
"ADBE",1999-04-05,7.078125,7.15625,6.9375,6.953125,3615200,6.89413642883301
"ADBE",1999-04-06,6.99218797683716,7.25,6.94531297683716,6.94531297683716,6086400,6.88639068603516
"ADBE",1999-04-07,7.03125,7.125,6.625,6.75,10157600,6.6927342414856
"ADBE",1999-04-08,6.8125,6.8125,6.609375,6.72656297683716,7443200,6.66949558258057
"ADBE",1999-04-09,6.6875,7.11718797683716,6.63281297683716,7.046875,3753600,6.98709011077881
"ADBE",1999-04-12,6.875,7.24218797683716,6.875,7.046875,4007200,6.98709011077881
"ADBE",1999-04-13,7.125,7.21875,7.02343797683716,7.09375,3653600,7.03356742858887
"ADBE",1999-04-14,7.140625,7.265625,7.11718797683716,7.15625,7338400,7.09553718566895
"ADBE",1999-04-15,7.1875,7.203125,6.9375,7.046875,3305600,6.98709011077881
"ADBE",1999-04-16,7.25,7.484375,7.109375,7.42968797683716,8661600,7.36665534973145
"ADBE",1999-04-19,7.453125,7.53125,7.15625,7.359375,9777600,7.29693841934204
"ADBE",1999-04-20,7.4375,7.515625,7.265625,7.35156297683716,3962400,7.28919410705566
"ADBE",1999-04-21,7.375,7.49218797683716,7.234375,7.46875,3138400,7.40538740158081
"ADBE",1999-04-22,7.5,7.796875,7.5,7.72656297683716,10244000,7.6610107421875
"ADBE",1999-04-23,7.765625,8.09375,7.58593797683716,7.9375,7548000,7.87016010284424
"ADBE",1999-04-26,7.890625,8.125,7.875,8,11050400,7.93212890625
"ADBE",1999-04-27,8.03125,8.1875,7.97656297683716,8.125,8596000,8.05606651306152
"ADBE",1999-04-28,8.109375,8.3125,8.03125,8.09375,8924800,8.02508544921875
"ADBE",1999-04-29,8.09375,8.13281345367432,7.90625,7.90625,7620800,7.83917379379272
"ADBE",1999-04-30,7.953125,8.0625,7.671875,7.921875,8200000,7.8546667098999
"ADBE",1999-05-03,7.92968797683716,8.21875,7.90625,8.078125,6412800,8.00959014892578
"ADBE",1999-05-04,8.109375,8.203125,7.875,7.875,3125600,7.80819034576416
"ADBE",1999-05-05,7.953125,7.96875,7.703125,7.90625,4782400,7.83917379379272
"ADBE",1999-05-06,7.84375,8.25,7.828125,8.125,5260000,8.05606651306152
"ADBE",1999-05-07,8.140625,8.5,7.9375,8.49218845367432,9484000,8.42014122009277
"ADBE",1999-05-10,8.49218845367432,9.359375,8.453125,9.05468845367432,13172000,8.97786903381348
"ADBE",1999-05-11,9.046875,9.265625,8.78125,9.03125,9380800,8.95462894439697
"ADBE",1999-05-12,9.03125,9.34375,9,9.21093845367432,8890400,9.1327953338623
"ADBE",1999-05-13,9.21875,9.25,9.0625,9.17968845367432,6715200,9.10180950164795
"ADBE",1999-05-14,9.10156345367432,9.234375,9,9.03906345367432,9319200,8.96237659454346
"ADBE",1999-05-17,8.9375,9.203125,8.9375,9.203125,4980800,9.1250467300415
"ADBE",1999-05-18,9.25,9.390625,9.15625,9.30468845367432,8110400,9.22574806213379
"ADBE",1999-05-19,9.3125,9.80078125,9.296875,9.734375,9780800,9.65178680419922
"ADBE",1999-05-20,9.8125,10.1328134536743,9.80468845367432,10.03125,11228000,9.94614791870117
"ADBE",1999-05-21,10.09375,10.125,9.796875,9.90625,6323200,9.82220840454102
"ADBE",1999-05-24,9.8125,9.92968845367432,9.46875,9.85156345367432,9307200,9.76798248291016
"ADBE",1999-05-25,9.84375,9.921875,9.5,9.546875,20623200,9.46588134765625
"ADBE",1999-05-26,9.5625,9.57031345367432,8.46875,9.19531345367432,24132800,9.11730289459229
"ADBE",1999-05-27,9.140625,9.390625,9.078125,9.3125,13496800,9.23349285125732
"ADBE",1999-05-28,9.328125,9.5,9.234375,9.265625,5826400,9.18701839447021
"ADBE",1999-06-01,9.24218845367432,9.3125,8.921875,9.0625,5622400,8.98561477661133
"ADBE",1999-06-02,9.5,9.5,8.9375,9.38281345367432,15565600,9.30321025848389
"ADBE",1999-06-03,9.296875,9.3125,9.125,9.1875,4373600,9.1095552444458
"ADBE",1999-06-04,9.203125,9.265625,9,9.07031345367432,4340000,8.99336338043213
"ADBE",1999-06-07,9.078125,9.09375,8.375,8.74218845367432,11028800,8.66802310943604
"ADBE",1999-06-08,8.65625,8.72656345367432,8.40625,8.484375,5417600,8.41239261627197
"ADBE",1999-06-09,8.53125,8.921875,8.40625,8.89843845367432,4496800,8.82294464111328
"ADBE",1999-06-10,8.80468845367432,8.9375,8.703125,8.78125,3654400,8.70675086975098
"ADBE",1999-06-11,8.765625,8.828125,8.46875,8.484375,3783200,8.41239261627197
"ADBE",1999-06-14,8.484375,8.75,8.453125,8.640625,2402400,8.56731700897217
"ADBE",1999-06-15,8.6875,9.16406345367432,8.63281345367432,8.859375,5747200,8.78421497344971
"ADBE",1999-06-16,8.96875,9.3125,8.96093845367432,9.25,5071200,9.17152404785156
"ADBE",1999-06-17,9.203125,9.296875,9.09375,9.234375,7026400,9.15603256225586
"ADBE",1999-06-18,9.625,10.328125,9.609375,10.3203134536743,29459200,10.2327566146851
"ADBE",1999-06-21,10.140625,10.59375,10.015625,10.3671884536743,19841600,10.2792377471924
"ADBE",1999-06-22,10.27734375,11.03125,10.25,10.828125,13452000,10.7362604141235
"ADBE",1999-06-23,10.625,11.0078134536743,10.625,10.984375,11219200,10.8911848068237
"ADBE",1999-06-24,10.96875,10.96875,10.375,10.5859384536743,9212800,10.4961309432983
"ADBE",1999-06-25,10.578125,10.90625,10.3203134536743,10.421875,4140800,10.3334589004517
"ADBE",1999-06-28,10.5,10.828125,10.4921884536743,10.703125,5960800,10.6123208999634
"ADBE",1999-06-29,10.71875,10.9453134536743,10.6875,10.9375,3501600,10.8510437011719
"ADBE",1999-06-30,10.9375,11,10.265625,10.26953125,10644000,10.1883554458618
"ADBE",1999-07-01,10.34375,10.75,10.1015634536743,10.65625,7425600,10.5720157623291
"ADBE",1999-07-02,10.828125,11.046875,10.5625,10.6328134536743,6020000,10.5487680435181
"ADBE",1999-07-06,10.625,10.75,10.46875,10.625,5096800,10.5410146713257
"ADBE",1999-07-07,10.5390634536743,10.6484384536743,10.15625,10.6171884536743,2712800,10.5332632064819
"ADBE",1999-07-08,10.4453134536743,10.75,10.359375,10.59375,4436800,10.510009765625
"ADBE",1999-07-09,10.78125,11.0625,10.765625,10.7734384536743,6947200,10.6882829666138
